Sheet,Cell,Cell Data,Time-Stamp,Comment
Jun,G11,Crunches - Weighted - Cable,4:13PM Jun 4,Working weight 45
Jun,B15,Shoulder Press - Dumbell,4:23PM Jun 4,Working weight 16kg DBs
Jun,B16,Lateral Raise - Standing - Dumbell,4:35PM Jun 4,Working weight 10kg DBs
Jun,B17,Lateral Raise - Bent Over - Dumbell,4:35PM Jun 4,Working weight 12.5kg DBs
Jun,B18,Shrugs - Barbell,4:45PM Jun 4,New working weight 85kg
Jun,B20,Face Pull - Cable,4:57PM Jun 4,Working weight 28
Jun,B19,Straight Arm Pushdown - Rope - Cable,4:57PM Jun 4,Reduced working weight to 24.5 due to inadequate form
Jun,B21,Abduction Row - Dumbell,11:37PM Jun 4,Working weight 28kg DB
Jun,B22,Low Pulley Row - Underhand - Cable,11:38PM Jun 4,Working weight 16
Jun,B23,Lateral Pull Down - Cable,11:38PM Jun 4,New peak weight 16
Jun,C16,Calf Raises - Straight Leg - Machine,7:20PM Jun 5,New working weight 85kg (sets of 12)
Jun,C15,Calf Raises - Bent Leg - Machine,7:20PM Jun 5,"Working weight 25kg, increase next time"
Jun,C19,Squat - Front - Barbell,8:04PM Jun 5,Working weight 65kg
Jun,C17,Wrist Flexion - Cable,8:05PM Jun 5,Working weight 21
Jun,C18,Wrist Extension - Cable,8:05PM Jun 5,Working weight 21
Jun,C20,Squat - Back - Barbell,8:11PM Jun 5,New working weight 90kg
Jun,C21,Hamstring Curls - Cable,8:30PM Jun 5,New working weight 37.5kg (tough)
Jun,C22,Romanian Deadlifts - Barbell,8:40PM Jun 5,New working weight 75kg
Jun,C23,Crunches - Weighted - Cable,8:54PM Jun 5,Working weight 45
Jun,D15,Bench Press - Lateral - Machine,6:20PM Jun 6,New peak weight 55kg
Jun,D16,Bench Press - Incline - Dumbell,6:34PM Jun 6,New working weight 22kg DBs
Jun,D17,Pectoral Flys - Cable,6:45PM Jun 6,Working weight 54
Jun,D23,Dips - Body,7:00PM Jun 6,Set 4 - 7
Jun,D23,Dips - Body,6:57PM Jun 6,"Set 3 - 8 (chest up, better tech)"
Jun,D23,Dips - Body,6:53PM Jun 6,Set 2 - 7 (leaning over)
Jun,D23,Dips - Body,6:51PM Jun 6,Proper dips!!!!! Set 1 - 6
Jun,D21,Tricep Kick-Backs - Dumbell,7:13PM Jun 6,Working weight 10kg DBs
Jun,D22,Overhead Tricep Extension - One Arm - Dumbell,7:14PM Jun 6,Working weight 10kg DBs (tough)
Jun,D18,Curls - Wide Grip - Barbell,7:31PM Jun 6,Working weight 27.5kg
Jun,D20,Curls - Incline - Dumbell,7:41PM Jun 6,Working weight 12.5kg (bloody tough final set with the supersets)
Jun,D19,Curls - Hammer - Cross Body - Dumbell,7:41PM Jun 6,Working weight 10kg DBs
Jun,B25,Shoulder Press - Dumbell,4:27PM Jun 11,Working weight 16kg DBs
Jun,B26,Front Raises - Dumbell,4:40PM Jun 11,"Working weight 10kg DBs, warm ups being 10 reps each set minimum"
Jun,B27,Lateral Raise - Bent Over - Dumbell,4:40PM Jun 11,Working weight 12.5kg DBs
Jun,B28,Hip Huggers - Dumbell,4:53PM Jun 11,Lowered working weight back to 20kg DBs
Jun,B29,Straight Arm Pushdown - Rope - Cable,5:08PM Jun 11,Working weight 24.5
Jun,B30,Face Pull - Cable,5:09PM Jun 11,"Working weight 28, tried higher to no avail"
Jun,B31,ISO Lateral Row - Neutral - Machine,5:24PM Jun 11,Working weight 90kg (tough)
Jun,B32,Low Pulley Row - Overhand - Cable,5:33PM Jun 11,Lowered working weight 17
Jun,B33,Lateral Pull Down - Cable,5:43PM Jun 11,Working weight 16
Jun,C25,Bench Press - Flat - Barbell,6:02PM Jun 12,Reduced working weight to 57.5kg
Jun,C26,Pectoral Flys - Cable,6:11PM Jun 12,Working weight 54
Jun,C24,"12 - Chest, Biceps, Triceps",6:20PM Jun 12,"Crayyyzy hot, everything feels mad heavy"
Jun,C27,Bench Press - Decline - Barbell,7:03PM Jun 12,Lowered working weight to 60kg
Jun,C28,Curls - Incline - Dumbell,7:03PM Jun 12,Working weight 12.5kg DBs
Jun,C29,Curls - Concentration - Dumbell,7:03PM Jun 12,Working weight 12.5kg DBs
Jun,C31,Rear Extension - Rope - Cable,7:06PM Jun 12,"Working weight 13.75, inc next time"
Jun,C32,Tricep Extension Pulldown - Rope - Cable,7:06PM Jun 12,Working weight 24.5 (very tough)
Jun,C30,Crunches - Weighted - Cable,9:07PM Jun 12,Working weight 45
Jun,C33,Dips - Body,9:08PM Jun 12,"5,6,7,6"
Jun,E25,Romanian Deadlifts - Barbell,6:58PM Jun 14,New working weight 80kg with grips
Jun,E26,Squat - Front - Barbell,7:29PM Jun 14,Working weight 65kg
Jun,E27,Squat - Back - Barbell,7:29PM Jun 14,Working weight 90kg (Shakey legs)
Jun,E28,Hack Squat - Machine,7:43PM Jun 14,Working weight 50kg (tough)
Jun,E31,Crunches - Weighted - Cable,8:15PM Jun 14,New peak weight 47.5
Jun,E32,Crunches - Weighted - Dumbell,8:30PM Jun 14,Working weight 10kg
Jun,E29,Calf Raises - Bent Leg - Machine,8:40PM Jun 14,Working weight 25kg
Jun,E30,Calf Raises - Straight Leg - Machine,8:40PM Jun 14,Working weight 85kg
Jun,G26,Shoulder Press - Dumbell,5:41PM Jun 16,Peak weight 16kg DB
Jun,G25,Scoop Press - Dumbell,5:51PM Jun 16,Working weight 12kg DBs failed due to doing shoulder press first. Also didn
Exercises,E63,Upright Row,5:57PM Jun 16,Make sure to lift with shoulders and not arms
Jun,G27,Upright Row - Barbell,5:59PM Jun 16,"Left shoulder feeling a bit tweaky. Working weight 35kg, if shoulder feels strong increase next time"
Jun,G28,Shrugs - Barbell,6:13PM Jun 16,Working weight 85kg (grips)
Jun,G29,Bent-Over Rows - Barbell,7:08PM Jun 16,Seemed to have niggled something in my left shoulder-blade again
Jun,G29,Bent-Over Rows - Barbell,6:27PM Jun 16,Working weight 60kg (tough without grips)
Jun,H25,Bench Press - Flat - Barbell,10:59AM Jun 17,Working weight 60kg
Jun,H27,Pectoral Flys - Cable,11:26AM Jun 17,Left shoulder and left lat feeling tweaky
Jun,H27,Pectoral Flys - Cable,11:27AM Jun 17,Left shoulder did not feel good here
Jun,H27,Pectoral Flys - Cable,11:19AM Jun 17,Working weight 54
Jun,H26,Bench Press - Decline - Barbell,11:35AM Jun 17,Working weight 62.5kg
Jun,H28,Curls - Incline - Dumbell,11:37AM Jun 17,Working weight 12.5kg DBs
Jun,E33,DB Walk,11:41AM Jun 17,"Tweaked left shoulder, work up to the 24kg KB"
Jun,E33,DB Walk,7:57PM Jun 14,24kg KB
Jun,H29,Curls - Wide Grip - Barbell,11:57AM Jun 17,Working weight 27.5kg
Jun,H30,Curls - Overhand - Barbell,11:58AM Jun 17,Working weight 22.5kg
Jun,H33,Rear Extension - Rope - Cable,12:08PM Jun 17,New peak weight 15
Jun,H32,Overhead Tricep Extension - One Arm - Dumbell,12:18PM Jun 17,Lowered working weight to 8kg DB
Jun,H31,Tricep Kick-Backs - Dumbell,12:21PM Jun 17,Working weight 10kg
Jun,H24,"17 - Chest, Biceps, Triceps",12:22PM Jun 17,Change tricep exercises for cables
Jun,H24,"17 - Chest, Biceps, Triceps",10:48AM Jun 17,"Thinking about combining Chest and Shoulders and making this Back, Biceps, Triceps"
Jun,C35,Squat - Front - Barbell,7:23PM Jun 19,New peak weight 67.5kg
Jun,C36,Squat - Back - Barbell,7:40PM Jun 19,Working weight 90kg
Jun,C37,Hamstring Curls - Cable,8:05PM Jun 19,Working weight 35kg
Jun,C38,Leg Extensions - Machine,8:08PM Jun 19,Peak weight 25kg
Jun,C42,Crunches - Weighted - Cable,8:20PM Jun 19,Peak weight 47.5
Jun,C43,Crunches - Weighted - Dumbell,8:27PM Jun 19,Working weight 10kg
Jun,C39,Oblique Lunges - Plate,9:33AM Jun 20,"Working weight 10kg (1 WW set, too tired)"
Jun,C40,Calf Raises - Bent Leg - Machine,9:33AM Jun 20,Working weight 25kg
Jun,C41,Calf Raises - Straight Leg - Machine,9:33AM Jun 20,Working weight 85kg
Jun,E35,Chin Ups,5:49PM Jun 21,Set 4 - 5.5
Jun,E35,Chin Ups,5:46PM Jun 21,Set 3 - 6 (form improving)
Jun,E35,Chin Ups,5:44PM Jun 21,Set 2 - 6
Jun,E35,Chin Ups,5:41PM Jun 21,Set 1 - 6
Jun,E36,Face Pull - Cable,6:02PM Jun 21,New peak weight 29.5
Jun,E37,Straight Arm Pushdown - Rope - Cable,6:03PM Jun 21,Working weight 24.5
Jun,E39,Lateral Pull Down - Cable,6:26PM Jun 21,Working weight 16
Jun,E38,Seated Pulley Row - V-Grip - Cable,6:26PM Jun 21,Lowered working weight to 15
Jun,E40,Curls - Wide Grip - Barbell,6:30PM Jun 21,Working weight 27.5kg
Jun,E41,Curls - Concentration - Dumbell,6:58PM Jun 21,Working weight 12.5kg DB
Jun,E42,Curls - Incline - Dumbell,6:59PM Jun 21,Working weight 12.5kg DBs
Jun,E43,Crunches - Weighted - Dumbell,7:03PM Jun 21,Working weight 10kg plate
Jun,B45,INJURED,9:01AM Jun 26,Trapped nerve inn right shoulder-blade
Jun,C45,Pectoral Flys - Cable,6:41PM Jun 26,Working weight 54
Jun,C46,Bench Press - Incline - Dumbell,6:41PM Jun 26,Working weight 22kg (tough)
Jun,C47,Bench Press - Flat - Barbell,6:52PM Jun 26,Working weight 57.5kg
Jun,C49,Shoulder Press - Dumbell,7:07PM Jun 26,Temporarily lowered working weight to 15kg DBs
Jun,C48,Shrugs - Barbell,7:32PM Jun 26,"Shit working weight of 85kg, need to be more committed to it"
Jun,C50,Tricep Kick-Backs - Cable,7:35PM Jun 26,Tough
Jun,C50,Tricep Kick-Backs - Cable,7:32PM Jun 26,Working weight 5
Jun,C51,Overhead Tricep Extension - One Arm - Cable,7:36PM Jun 26,Tough
Jun,C51,Overhead Tricep Extension - One Arm - Cable,7:32PM Jun 26,Working weight 5
Jun,C52,Crunches - Weighted - Cable,7:47PM Jun 26,New working weight 50
Jun,G46,Pectoral Flys - Cable,3:45PM Jun 30,Working weight 54
Jun,G45,Bench Press - Decline - Barbell,3:53PM Jun 30,Working weight 62.5kg
Jun,G47,Bench Press - Incline - Dumbell,4:05PM Jun 30,Peak weight 22kg DBs
Jun,G50,Tricep Kick-Backs - Cable,4:15PM Jun 30,Working weight 5
Jun,G51,Rear Extension - Rope - Cable,4:15PM Jun 30,Working weight 13.75
Jun,G52,Face Pull - Cable,4:25PM Jun 30,Working weight 28 (elbow pain)
Exercises,E34,Curls - Wide Grip,4:29PM Jun 30,"Squeeze the bicep not the bar, lock out the tricep at the bottom"
Jun,G53,Curls - Wide Grip - Barbell,4:31PM Jun 30,Reduced working weight to 22.5kg for better form
Jun,G48,Shoulder Press - Dumbell,4:51PM Jun 30,Working weight 16kg DBs
Jun,G49,Lateral Raise - Standing - Dumbell,4:56PM Jun 30,Working weight 10kg DBs
Jul,C15,Curls - Wide Grip - Barbell,6:59PM Jul 3,Working weight 22.5kg
Jul,C16,Curls - Incline - Dumbell,7:10PM Jul 3,Exhaust the biceps before hitting back
Jul,C16,Curls - Incline - Dumbell,7:11PM Jul 3,Working weight 12kg (only just after wide grip)
Jul,C17,Curls - Concentration - Dumbell,7:11PM Jul 3,Lowered working weight to 10kg DBs
Jul,C21,Seated Pulley Row - V-Grip - Cable,7:28PM Jul 3,Working weight 15
Jul,C22,Lateral Pull Down - Cable,7:28PM Jul 3,Working weight 16
Jul,C19,Straight Arm Pushdown - Rope - Cable,7:39PM Jul 3,Working weight 24.5
Jul,C20,Face Pull - Cable,7:39PM Jul 3,Lowered working weight to 28 (sketchy elbow)
Jul,C18,Abduction Row - Dumbell,8:00PM Jul 3,Working weight 28kg DB
Jul,C23,Crunches - Weighted - Cable,8:05PM Jul 3,Working weight 50
Jul,D15,Shoulder Press - Dumbell,5:56PM Jul 4,Working weight 16kg DBs
Jul,D17,Lateral Raise - Bent Over Bench - Dumbell,6:08PM Jul 4,Working weight 6kg DBs
Jul,D16,Front Raises - Dumbell,6:29PM Jul 4,Working weight 10kg DB
Jul,D18,Bench Press - Flat - Barbell,6:30PM Jul 4,Working weight 60kg (hope snuck 6 reps of 2.5kg more out of me)
Jul,D19,Pectoral Flys - Cable,6:48PM Jul 4,Working weight 56.5kg
Jul,D20,Bench Press - Incline - Dumbell,7:03PM Jul 4,Working weight 22kg DBs
Jul,D22,Rear Extension - Rope - Cable,7:17PM Jul 4,Working weight 13.75
Jul,D21,Tricep Kick-Backs - Cable,7:22PM Jul 4,New peak weight 6.75
Jul,D23,Crunches - Weighted - Dumbell,7:32PM Jul 4,Working weight 50
Jul,G15,Curls - Incline - Dumbell,6:26PM Jul 7,Working weight 12kg DBs (have to split up the working sets)
Jul,G16,Curls - Concentration - Dumbell,6:26PM Jul 7,Working weight 12kg DBs (have to split up the working sets)
Jul,G17,Curls - Wide Grip - Barbell,6:37PM Jul 7,3 working sets of 22.5kg
Jul,G19,Chin Ups - Body,6:57PM Jul 7,Sets of roughly 6
Jul,G18,Straight Arm Pushdown - Bar - Cable,6:57PM Jul 7,Working weight 25.75
Jul,G22,Abduction Row - Dumbell,7:26PM Jul 7,Working weight 28kg DBs
Jul,G23,Crunches - Weighted - Cable,7:26PM Jul 7,Working weight lowered to 47.5 for form
Jul,G21,Lateral Pull Down - Machine,7:36PM Jul 7,Lowered working weight to 90kg for form
Jul,G20,ISO Lateral Row - Wide - Machine,7:44PM Jul 7,Started performing one handed
Exercises,E30,ISO Lateral Row - Wide,7:44PM Jul 7,One handed as of July 7th
Jul,H15,Squat - Front - Barbell,9:53AM Jul 8,Working weight 65kg (increase by 2.5kg next time)
Jul,H16,Squat - Back - Barbell,10:06AM Jul 8,"Failed first set of ww, could barely manage 2 at 90kg. Bad day but should still drop to 85kg"
Jul,H19,Calf Raises - Bent Leg - Machine,10:09AM Jul 8,New working weight 27.5kg (tough)
Jul,H20,Calf Raises - Straight Leg - Machine,10:14AM Jul 8,Working weight 85kg
Jul,H18,Leg Extensions - Machine,10:21AM Jul 8,Working weight 25kg
Exercises,E88,Hamstring Curls,10:38AM Jul 8,Engage the glutes before the hamstrings
Jul,H17,Hamstring Curls - Cable,10:39AM Jul 8,Lowered working weight to 30kg to account for new butt clenching form
Jul,C25,Shoulder Press - Dumbell,6:11PM Jul 10,New peak weight!!!!! 17.5kg DB
Jul,C26,Front Raises - Dumbell,6:11PM Jul 10,Front raises working weight 10kg DB
Jul,C28,Bench Press - Decline - Barbell,6:40PM Jul 10,Working weight 62.5kg
Jul,C30,Pectoral Flys - Cable,6:50PM Jul 10,Working weight 56.5
Jul,C29,Upper Chest Pullover - Dumbell,6:55PM Jul 10,"Lowered working weight to 16kg, can"
Jul,C31,Dips - Body,7:06PM Jul 10,"8,6,5,5"
Jul,C32,Tricep Extension Pulldown - Rope - Cable,7:13PM Jul 10,Working weight 24.5
Jul,C33,Rear Extension - Rope - Cable,7:13PM Jul 10,Working weight 13.75
Jul,C27,Upright Row - Barbell,10:02AM Jul 11,Working weight 35kg
Jul,C24,"10 - Shoulders, Chest, Triceps",4:36PM Jul 11,75th Session
Jul,C24,"10 - Shoulders, Chest, Triceps",4:36PM Jul 11,80th session
Jul,C24,"10 - Shoulders, Chest, Triceps",12:17PM Jul 10,Rear delts still fired up from Friday
Jul,D27,Curls - Overhand - Barbell,6:04PM Jul 11,"Working weight 22.5kg, very tough with stricter form"
Jul,D25,Curls - Hammer - Cross Body - Dumbell,6:38PM Jul 11,Working weight 12kg DB
Jul,D26,Curls - Incline - Dumbell,6:39PM Jul 11,Working weight 12kg DB
Jul,D28,Chin Ups - Body,6:45PM Jul 11,Sets of 6
Jul,D29,Straight Arm Pushdown - Bar - Cable,6:46PM Jul 11,New working weight 28
Jul,D29,Straight Arm Pushdown - Bar - Cable,6:38PM Jul 11,Started using big attachment (makes 2.5kg lighter)
Jul,D30,ISO Lateral Row - Neutral - Machine,7:05PM Jul 11,Working weight 90kg (tough)
Jul,D31,Lateral Pull Down - Cable,7:18PM Jul 11,Working weight 16
Jul,D32,Low Pulley Row - Underhand - Cable,7:18PM Jul 11,Working weight 16
Jul,D33,Crunches - Weighted - Dumbell,7:34PM Jul 11,3 working sets of 10kg
Jul,E25,Squat - Back - Barbell,6:46PM Jul 12,Working weight 90kg
Jul,E26,Romanian Deadlifts - Barbell,6:55PM Jul 12,New peak weight 77.5kg
Jul,E28,Squat - Front - Barbell,7:15PM Jul 12,Peak weight 67.5kg (tough)
Jul,E29,Hamstring Curls - Cable,7:21PM Jul 12,"Pulled left hamstring slightly with one of the above, probably RDLs. Annoying as I felt I"
Jul,E33,KB Side Bend - Kettlebell,7:24PM Jul 12,3 working sets of 20kg
Jul,E32,Crunches - Weighted - Dumbell,7:39PM Jul 12,Peak weight 15kg
Jul,E27,Leg Extensions - Machine,7:42PM Jul 12,New working weight 35kg (10kg increase 
Jul,E30,Calf Raises - Bent Leg - Machine,8:15PM Jul 12,Working weight 27.5kg
Jul,E31,Calf Raises - Straight Leg - Machine,8:15PM Jul 12,Working weight 85kg
Jul,F25,ILL,10:22AM Jul 16,Tonsilitis
Jul,C35,Shoulder Press - Dumbell,6:49PM Jul 17,Working weight 15kg DBs
Jul,C36,Upright Row - Barbell,6:57PM Jul 17,Working weight 30kg
Jul,C37,Bench Press - Lateral - Machine,7:12PM Jul 17,Working weight 45kg
Jul,C38,Pectoral Flys - Cable,7:31PM Jul 17,Working weight 47
Jul,C39,Tricep Extension Pulldown - Rope - Cable,7:32PM Jul 17,Working weight 18.75
Jul,C40,Rear Extension - Rope - Cable,7:32PM Jul 17,Working weight 11.25
Jul,D35,Curls - Incline - Dumbell,6:04PM Jul 18,"1 working set, 20"
Jul,D35,Curls - Incline - Dumbell,6:07PM Jul 18,Working weight 10kg DBs
Jul,D36,Curls - Concentration - Dumbell,6:07PM Jul 18,Working weight 10kg DBs
Jul,D38,Chin Ups - Body,6:15PM Jul 18,Sets of 6
Jul,D39,Straight Arm Pushdown - Bar - Cable,6:15PM Jul 18,Working weight 23.75
Jul,D37,ISO Lateral Row - Wide - Machine,6:26PM Jul 18,Working weight 70kg (actually pretty tough)
Jul,D40,KB Side Bend - Kettlebell,6:26PM Jul 18,Working weight 20kg KB
Jul,E35,Squat - Front - Barbell,6:42PM Jul 19,New working weight 67.5kg
Jul,E37,Leg Extensions - Machine,6:49PM Jul 19,New peak weight 40kg
Jul,E36,Hamstring Curls - Cable,7:06PM Jul 19,Working weight 30kg
Jul,E40,Calf Raises - Straight Leg - Machine,7:09PM Jul 19,Working weight 85kg
Jul,E39,Calf Raises - Bent Leg - Machine,7:14PM Jul 19,Working weight 27.5kg
Jul,E38,Crunches - Weighted - Cable,7:21PM Jul 19,Working weight 50
Jul,G35,Shoulder Press - Dumbell,6:34PM Jul 21,Working weight 17.5kg DBs
Jul,G36,Lateral Raise - Bent Over Bench - Dumbell,6:42PM Jul 21,Working weight 6kg DBs
Jul,G37,Lateral Raise - Standing - Dumbell,6:43PM Jul 21,Lowered working weight to 8kg DBs
Jul,G38,Bench Press - Decline - Barbell,7:02PM Jul 21,Working weight 62.5kg
Jul,G39,Pectoral Flys - Cable,7:12PM Jul 21,Working weight 56.5
Jul,G43,Tricep Extension Pulldown - Bar - Cable,7:26PM Jul 21,New working weight 28
Jul,G42,Rear Extension - Rope - Cable,7:36PM Jul 21,Working weight 13.75
Jul,G41,Tricep Kick-Backs - Cable,7:36PM Jul 21,Working weight 6.25
Jul,G40,Bench Press - Incline - Dumbell,7:47PM Jul 21,Working weight 22kg DBs (v tough)
Jul,B45,Curls - Incline - Dumbell,4:21PM Jul 23,Working weight 10kg DBs
Jul,B46,Curls - Concentration - Dumbell,4:21PM Jul 23,Working weight 10kg DBs
Jul,B47,Curls - Wide Grip - Barbell,4:21PM Jul 23,Working weight 22.5kg
Jul,B48,Chin Ups - Body,4:34PM Jul 23,Can
Jul,B49,Bent-Over Rows - Barbell,4:34PM Jul 23,Working weight 45kg (failed 60kg due to tiredness)
Jul,E45,Shoulder Press - Dumbell,4:28PM Jul 26,Just feeling burnt out
Jul,E45,Shoulder Press - Dumbell,5:52PM Jul 26,Working weight 17.5kg DBs (tough)
Jul,E46,Lateral Raise - Bent Over Bench - Dumbell,5:56PM Jul 26,3 working sets of 6kg DBS
Jul,E47,Upright Row - Barbell,6:03PM Jul 26,Working weight 35kg
Jul,E48,Bench Press - Incline - Dumbell,6:13PM Jul 26,Working weight 22kg DBs
Jul,E50,Bench Press - Lateral - Machine,6:49PM Jul 26,New working weight 55kg
Jul,E49,Pectoral Flys - Cable,6:50PM Jul 26,Working weight 56.5 (tough)
Jul,E51,Dips - Body,6:55PM Jul 26,Sets of 6
Jul,E53,Tricep Extension Pulldown - Rope - Cable,7:01PM Jul 26,Working weight 13.75
Jul,E52,Rear Extension - Rope - Cable,7:03PM Jul 26,Reduced working weight to 23.75
Jul,F44,27,2:48PM Jul 30,Recording Calories again
Jul,B55,Curls - Incline - Dumbell,2:50PM Jul 30,Working weight 10kg DBs
Jul,B57,Curls - Wide Grip - Barbell,2:59PM Jul 30,Working weight 22.5kg
Jul,B58,ISO Lateral Row - Neutral - Machine,3:25PM Jul 30,Working weight 90kg
Jul,B56,Curls - Concentration - Dumbell,3:41PM Jul 30,Working weight 10kg DB
Jul,B59,Low Pulley Row - Overhand - Cable,3:41PM Jul 30,Working weight 17
Jul,B60,Lateral Pull Down - Cable,3:42PM Jul 30,Working weight 16
Jul,B61,Face Pull - Cable,3:56PM Jul 30,"Further reduced weight to 24.5, not holding form"
Jul,B62,Straight Arm Pushdown - Rope - Cable,3:57PM Jul 30,Working weight 24.5
Jul,B63,Crunches - Weighted - Cable,3:57PM Jul 30,Working weight 50
Jul,C55,Front Raises - Dumbell,4:52PM Jul 31,Working weight 10kg DBs
Jul,C56,Lateral Raise - Standing - Dumbell,4:52PM Jul 31,Working weight 8kg DBs
Jul,C57,Shoulder Press - Dumbell,5:08PM Jul 31,"Tired after superset (planned), meant I could only manage 7 reps in first working set"
Jul,C60,Upper Chest Pullover - Dumbell,5:25PM Jul 31,Increased Working weight 17.5kg DB
Jul,C58,Bench Press - Flat - Barbell,5:33PM Jul 31,Working weight 60kg
Jul,C59,Bench Press - Decline - Barbell,5:53PM Jul 31,Working weight 62.5kg (missed second working set by 3)
Jul,C61,Tricep Kick-Backs - Cable,6:07PM Jul 31,Working weight 6.25
Jul,C62,Rear Extension - Rope - Cable,6:08PM Jul 31,Working weight 13.75
Aug,E6,Curls - Hammer - Dumbell,8:34PM Aug 2,"Working weight 10kg DB, tried peak 2 higher but failed on left arm"
Aug,E5,Curls - Hammer - Cross Body - Dumbell,8:36PM Aug 2,Working weight 10kg DBs failed 2 higher
Aug,E7,Curls - Wide Grip - Barbell,8:41PM Aug 2,Working weight 22.5kg starting to feel great with this weight now with this improved form
Aug,E8,"Lateral Pull Down - Close Grip, Palms Up - Cable",8:56PM Aug 2,Peak weight 14
Aug,E9,Seated Pulley Row - V-Grip - Cable,8:57PM Aug 2,Working weight 15 (tough but doable)
Aug,E10,ISO Lateral Row - Wide - Machine,9:22PM Aug 2,Working weight 70kg (increase by 5kg)
Aug,E11,Abduction Row - Dumbell,9:23PM Aug 2,Working weight 28kg DB
Aug,E12,Straight Arm Pushdown - Bar - Cable,9:24PM Aug 2,Session 91
Aug,E12,Straight Arm Pushdown - Bar - Cable,9:25PM Aug 2,New peak weight 28
Aug,E13,Crunches - Weighted - Dumbell,9:36PM Aug 2,Working weight 50
